Marital_status,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Lajang,Siang,125.0,114.9,Tidak,Tidak,Ya,Perempuan,Ya,19,6,13,6,11.5,6,9,5,12.2,Graduate
Lajang,Siang,141.0,125.6,Ya,Tidak,Ya,Perempuan,Ya,22,7,9,6,13.081666666666669,8,12,6,13.15,Graduate
Lajang,Siang,138.0,125.1,Ya,Tidak,Ya,Perempuan,Ya,19,6,6,6,12.666666666666666,6,6,6,13.0,Graduate
Lajang,Siang,116.0,115.7,Ya,Ya,Tidak,Perempuan,Tidak,19,6,6,3,11.333333333333334,6,6,0,0.0,Droupout
Lajang,Siang,122.0,112.6,Ya,Tidak,Ya,Perempuan,Tidak,23,6,8,5,13.6,6,8,5,11.6,Enrolled
Lajang,Siang,131.0,127.2,Ya,Tidak,Ya,Perempuan,Ya,18,6,6,6,13.166666666666666,6,7,5,13.2,Droupout
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,19,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,140.0,140.0,Ya,Tidak,Ya,Perempuan,Tidak,20,6,10,5,11.666666666666666,6,7,5,12.6,Graduate
Lajang,Siang,127.0,120.4,Ya,Tidak,Ya,Perempuan,Ya,19,6,6,6,13.5,6,7,6,13.428571428571429,Graduate
Lajang,Siang,133.1,100.0,Ya,Ya,Tidak,Perempuan,Ya,26,6,7,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,117.0,113.5,Ya,Tidak,Ya,Perempuan,Ya,18,6,6,6,13.166666666666666,6,7,6,14.142857142857142,Graduate
Lajang,Siang,150.0,132.1,Ya,Ya,Ya,Perempuan,Tidak,29,5,11,4,12.5,5,11,2,12.5,Droupout
Lajang,Siang,160.0,160.0,Ya,Tidak,Tidak,Perempuan,Tidak,20,6,10,6,13.375,6,10,6,13.0,Graduate
Lajang,Siang,128.0,126.3,Ya,Tidak,Ya,Perempuan,Tidak,19,6,6,6,13.166666666666666,6,6,6,12.666666666666666,Graduate
Lajang,Siang,160.0,160.0,Ya,Tidak,Ya,Perempuan,Tidak,23,6,12,4,13.4,6,17,2,13.5,Enrolled
Lajang,Siang,126.0,100.0,Tidak,Tidak,Ya,Perempuan,Tidak,25,7,10,3,13.0,8,10,3,11.666666666666666,Enrolled
Lajang,Siang,135.0,125.8,Ya,Tidak,Ya,Perempuan,Tidak,18,8,8,7,13.154285714285717,8,8,7,13.154285714285717,Graduate
Lajang,Siang,139.0,142.2,Ya,Tidak,Ya,Perempuan,Ya,19,6,6,6,12.833333333333334,6,6,6,12.833333333333334,Graduate
Lajang,Siang,125.0,119.4,Ya,Tidak,Ya,Perempuan,Tidak,18,7,10,7,12.142857142857142,7,7,7,13.142857142857142,Graduate
Lajang,Siang,106.0,106.4,Ya,Tidak,Ya,Perempuan,Ya,19,7,9,5,13.34,7,9,6,12.385714285714286,Enrolled
Lajang,Malam,120.0,120.0,Tidak,Tidak,Ya,Perempuan,Tidak,36,10,15,4,13.0,9,10,4,13.75,Droupout
Lajang,Siang,150.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Ya,20,6,18,3,12.0,6,17,3,11.666666666666666,Enrolled
Lajang,Siang,130.0,148.6,Ya,Tidak,Ya,Laki-Laki,Tidak,20,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,116.0,108.7,Ya,Tidak,Ya,Laki-Laki,Tidak,18,6,9,5,11.0,6,12,0,0.0,Droupout
Lajang,Siang,130.0,130.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,8,5,11.5,6,11,6,11.333333333333334,Enrolled
Lajang,Siang,140.0,124.6,Ya,Ya,Tidak,Laki-Laki,Tidak,20,9,9,3,13.333333333333334,6,6,2,12.5,Droupout
Lajang,Siang,134.0,131.0,Ya,Tidak,Ya,Laki-Laki,Tidak,18,7,9,7,14.594444444444443,8,10,8,13.472,Graduate
Lajang,Siang,130.0,130.0,Ya,Ya,Ya,Laki-Laki,Tidak,20,6,9,4,11.0,6,13,3,10.666666666666666,Droupout
Lajang,Siang,122.0,116.1,Ya,Ya,Tidak,Laki-Laki,Tidak,24,5,8,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,128.0,125.6,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,6,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,130.0,121.3,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,9,1,12.0,5,10,2,12.0,Droupout
Lajang,Siang,113.0,107.4,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,8,5,14.0,5,6,5,13.2,Graduate
Lajang,Siang,126.0,116.9,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,6,8,6,13.571428571428571,6,7,5,11.8,Graduate
Lajang,Siang,135.0,123.5,Ya,Tidak,Ya,Laki-Laki,Tidak,22,6,12,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,141.0,130.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,6,8,6,14.25,6,7,6,13.857142857142858,Graduate
Menikah,Siang,133.1,140.0,Ya,Ya,Tidak,Perempuan,Tidak,32,6,7,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,133.1,117.1,Ya,Tidak,Ya,Perempuan,Ya,21,6,12,0,0.0,6,12,0,0.0,Droupout
Lajang,Siang,144.0,127.5,Ya,Tidak,Ya,Perempuan,Ya,19,8,8,7,13.542857142857144,8,8,7,13.542857142857144,Graduate
Bercerai,Malam,140.0,126.0,Tidak,Tidak,Ya,Perempuan,Ya,39,9,9,9,13.11111111111111,7,10,7,11.714285714285714,Graduate
Lajang,Malam,100.0,113.0,Ya,Tidak,Ya,Perempuan,Tidak,30,9,11,9,12.666666666666666,7,7,7,12.142857142857142,Graduate
Lajang,Siang,135.0,130.1,Ya,Tidak,Ya,Perempuan,Tidak,18,5,10,4,10.75,5,13,2,10.0,Droupout
Menikah,Malam,130.0,110.0,Ya,Tidak,Ya,Perempuan,Tidak,38,10,14,4,10.75,10,10,2,10.0,Droupout
Lajang,Siang,147.0,135.8,Ya,Tidak,Ya,Perempuan,Tidak,20,6,6,6,13.666666666666666,6,6,6,13.333333333333334,Graduate
Lajang,Malam,149.0,126.3,Tidak,Tidak,Ya,Perempuan,Tidak,55,6,6,6,13.833333333333334,6,6,6,12.833333333333334,Graduate
Bercerai,Siang,130.0,130.0,Tidak,Tidak,Ya,Perempuan,Tidak,53,18,18,17,13.176470588235292,18,18,16,13.0,Droupout
Menikah,Malam,120.0,104.0,Tidak,Tidak,Ya,Perempuan,Tidak,54,6,8,4,12.75,6,12,5,12.6,Droupout
Lajang,Siang,125.0,123.6,Ya,Tidak,Ya,Perempuan,Ya,18,7,8,5,12.86,7,8,5,12.86,Enrolled
Lajang,Malam,133.1,121.0,Tidak,Ya,Tidak,Perempuan,Tidak,44,8,12,4,12.0,7,9,4,12.0,Droupout
Lajang,Siang,149.0,130.5,Ya,Tidak,Ya,Perempuan,Tidak,28,11,11,9,11.666666666666666,11,13,9,12.555555555555555,Graduate
Lajang,Malam,180.0,180.0,Tidak,Tidak,Ya,Perempuan,Tidak,37,14,14,14,16.5,11,11,11,16.90909090909091,Graduate
Lajang,Siang,110.0,112.5,Ya,Tidak,Ya,Perempuan,Tidak,20,10,14,9,12.333333333333334,7,10,7,11.77777777777778,Graduate
Lajang,Siang,131.0,126.1,Ya,Tidak,Ya,Perempuan,Tidak,18,7,8,7,12.59125,8,11,7,12.820000000000002,Enrolled
Lajang,Siang,117.0,111.8,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,9,4,11.5,6,12,3,11.0,Droupout
Lajang,Siang,120.0,131.4,Ya,Tidak,Ya,Laki-Laki,Ya,23,18,19,18,11.894736842105264,13,13,13,12.923076923076923,Graduate
Lajang,Siang,160.0,144.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,100.0,115.0,Tidak,Tidak,Tidak,Laki-Laki,Tidak,24,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,140.0,120.0,Ya,Tidak,Ya,Laki-Laki,Tidak,22,6,13,5,13.0,6,13,2,11.5,Enrolled
Lajang,Siang,160.0,168.6,Tidak,Tidak,Ya,Laki-Laki,Tidak,26,6,9,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,141.0,127.7,Ya,Tidak,Ya,Laki-Laki,Tidak,18,6,6,6,15.166666666666666,6,6,6,14.833333333333334,Graduate
Lajang,Siang,130.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,6,8,4,11.75,6,8,2,13.5,Droupout
Lajang,Siang,142.0,129.8,Ya,Tidak,Ya,Laki-Laki,Tidak,18,5,5,0,0.0,5,6,1,15.0,Enrolled
Lajang,Siang,130.0,135.6,Ya,Tidak,Ya,Laki-Laki,Tidak,26,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,133.1,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,27,6,11,3,11.333333333333334,6,10,3,14.75,Droupout
Lajang,Siang,140.0,140.0,Ya,Tidak,Ya,Laki-Laki,Ya,20,6,10,5,12.6,6,6,5,13.2,Graduate
Lajang,Siang,129.0,124.1,Ya,Tidak,Ya,Laki-Laki,Tidak,19,5,10,0,0.0,5,10,1,14.0,Droupout
Lajang,Siang,148.0,131.6,Tidak,Tidak,Ya,Laki-Laki,Ya,18,6,8,6,15.5,6,9,4,15.5,Droupout
Lajang,Siang,143.0,129.0,Ya,Tidak,Ya,Laki-Laki,Tidak,18,8,8,7,12.365714285714288,8,8,7,12.365714285714288,Graduate
Lajang,Siang,128.0,135.7,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,7,5,13.2,6,10,5,13.25,Enrolled
Lajang,Siang,100.0,108.0,Ya,Tidak,Ya,Laki-Laki,Tidak,34,12,12,7,11.428571428571429,12,12,7,11.857142857142858,Enrolled
Lajang,Siang,116.0,110.8,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,128.0,124.5,Tidak,Tidak,Ya,Laki-Laki,Ya,19,6,10,4,14.0,6,9,6,12.333333333333334,Graduate
Menikah,Siang,120.0,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,30,12,12,3,12.0,12,16,5,11.8,Droupout
Lajang,Siang,121.0,123.8,Tidak,Tidak,Tidak,Laki-Laki,Tidak,22,4,4,0,0.0,5,8,3,12.0,Droupout
Lajang,Siang,137.0,131.4,Tidak,Tidak,Tidak,Laki-Laki,Tidak,19,5,13,4,10.0,5,7,3,11.333333333333334,Droupout
Lajang,Siang,115.0,118.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,5,9,1,10.0,5,10,1,10.0,Droupout
Lajang,Siang,129.0,122.0,Ya,Tidak,Tidak,Laki-Laki,Tidak,22,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,125.0,122.9,Tidak,Tidak,Ya,Laki-Laki,Ya,19,6,7,6,11.166666666666666,6,12,3,11.666666666666666,Enrolled
Lajang,Siang,125.0,118.7,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,6,12,4,11.75,6,13,3,11.333333333333334,Enrolled
Lajang,Siang,133.1,100.0,Ya,Tidak,Ya,Laki-Laki,Tidak,35,6,13,3,11.75,6,10,0,0.0,Droupout
Lajang,Siang,131.0,135.9,Ya,Tidak,Ya,Laki-Laki,Tidak,20,5,8,1,10.0,5,7,1,11.0,Droupout
Lajang,Siang,133.1,138.4,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,5,8,3,14.0,5,5,5,12.8,Graduate
Lajang,Siang,133.1,128.2,Tidak,Ya,Tidak,Laki-Laki,Tidak,27,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,114.0,107.4,Ya,Tidak,Tidak,Laki-Laki,Tidak,26,6,12,3,12.0,6,15,0,0.0,Droupout
Lajang,Siang,127.0,129.8,Tidak,Tidak,Tidak,Laki-Laki,Tidak,20,6,10,0,0.0,5,10,0,0.0,Droupout
Lajang,Siang,130.0,100.0,Tidak,Ya,Tidak,Laki-Laki,Tidak,28,10,19,8,11.88888888888889,8,17,5,11.6,Droupout
Lajang,Siang,121.0,113.0,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,6,6,13.833333333333334,6,6,6,13.666666666666666,Graduate
Lajang,Malam,120.0,107.0,Tidak,Tidak,Tidak,Laki-Laki,Tidak,47,5,5,0,0.0,5,5,0,0.0,Droupout
Bercerai,Siang,120.0,130.0,Tidak,Tidak,Tidak,Laki-Laki,Tidak,55,6,8,5,11.4,6,9,5,12.4,Droupout
Lajang,Siang,120.0,120.0,Ya,Tidak,Ya,Laki-Laki,Tidak,39,6,8,0,0.0,6,8,2,11.0,Droupout
Menikah,Siang,120.0,120.5,Ya,Ya,Ya,Laki-Laki,Tidak,35,17,17,14,10.642857142857142,12,12,12,10.666666666666666,Droupout
Lajang,Siang,133.1,120.5,Tidak,Tidak,Tidak,Laki-Laki,Tidak,32,6,10,2,11.0,6,12,0,0.0,Droupout
Lajang,Siang,124.0,137.0,Ya,Tidak,Ya,Laki-Laki,Tidak,20,6,6,6,16.833333333333332,6,6,6,16.666666666666668,Graduate
Lajang,Siang,150.0,115.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,36,6,8,6,13.571428571428571,6,9,5,13.2,Graduate
Lajang,Malam,133.1,142.7,Tidak,Ya,Ya,Laki-Laki,Ya,34,5,11,5,14.714285714285714,5,14,5,14.375,Graduate
Lajang,Siang,116.0,116.7,Ya,Tidak,Ya,Laki-Laki,Tidak,21,5,8,0,0.0,5,5,0,0.0,Droupout
Lajang,Malam,133.1,136.1,Tidak,Tidak,Ya,Laki-Laki,Ya,42,5,14,1,10.0,5,14,1,11.0,Droupout
Lajang,Siang,133.1,134.3,Tidak,Tidak,Ya,Laki-Laki,Tidak,25,6,15,1,11.0,6,13,4,11.75,Droupout
Lajang,Siang,167.0,153.0,Ya,Tidak,Ya,Laki-Laki,Ya,18,6,6,1,11.0,6,0,0,0.0,Droupout
Lajang,Siang,140.0,132.0,Tidak,Tidak,Ya,Laki-Laki,Ya,18,6,6,5,12.0,6,6,6,12.833333333333334,Graduate
Lajang,Siang,124.0,129.6,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,10,6,11.125,6,7,6,11.857142857142858,Graduate
Lajang,Siang,110.0,105.0,Tidak,Ya,Tidak,Laki-Laki,Tidak,34,6,13,3,11.333333333333334,6,8,2,11.5,Droupout
Lajang,Siang,150.0,130.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,6,15,2,12.0,6,12,0,0.0,Droupout
Lajang,Siang,123.0,119.7,Tidak,Tidak,Ya,Laki-Laki,Tidak,20,7,8,0,0.0,7,7,0,0.0,Droupout
Lajang,Siang,152.0,132.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,8,8,7,14.54,8,8,7,14.54,Graduate
Lajang,Siang,130.0,130.0,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,9,6,12.166666666666666,6,14,4,13.0,Graduate
Lajang,Siang,133.1,120.0,Tidak,Ya,Tidak,Laki-Laki,Tidak,31,5,13,4,13.5,5,12,3,11.666666666666666,Droupout
Lajang,Siang,133.1,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,6,8,6,14.75,6,9,5,14.333333333333334,Graduate
Lajang,Siang,124.0,115.6,Tidak,Tidak,Ya,Laki-Laki,Ya,20,5,8,5,12.375,5,7,5,11.666666666666666,Graduate
Lajang,Siang,119.1,119.1,Tidak,Tidak,Ya,Laki-Laki,Tidak,22,7,7,6,12.733333333333334,7,7,6,12.733333333333334,Graduate
Lajang,Siang,128.0,123.5,Ya,Tidak,Tidak,Laki-Laki,Tidak,19,6,9,4,12.5,6,6,0,0.0,Droupout
Lajang,Siang,133.1,120.0,Ya,Ya,Tidak,Laki-Laki,Tidak,41,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,133.1,110.0,Ya,Tidak,Ya,Laki-Laki,Tidak,27,7,7,0,0.0,7,7,0,0.0,Droupout
Lajang,Siang,145.0,131.4,Tidak,Tidak,Ya,Perempuan,Tidak,19,7,7,7,13.44285714285714,8,8,7,13.771428571428572,Droupout
Lajang,Siang,141.0,126.8,Ya,Tidak,Ya,Perempuan,Ya,20,8,8,8,14.2,8,8,8,14.2,Graduate
Lajang,Siang,118.9,118.9,Ya,Tidak,Ya,Perempuan,Ya,19,7,7,6,13.55,7,7,6,13.55,Graduate
Menikah,Malam,160.0,160.0,Tidak,Tidak,Ya,Perempuan,Tidak,35,5,5,5,11.6,5,6,5,11.166666666666666,Graduate
Lajang,Siang,111.0,115.9,Ya,Tidak,Ya,Perempuan,Tidak,22,6,7,6,13.571428571428571,6,7,6,15.285714285714286,Graduate
Lajang,Siang,111.0,109.3,Ya,Tidak,Ya,Perempuan,Ya,20,6,6,6,13.833333333333334,6,6,6,15.0,Graduate
Lajang,Siang,123.0,113.9,Ya,Ya,Tidak,Perempuan,Tidak,18,6,7,4,11.25,6,9,4,10.857142857142858,Droupout
Lajang,Siang,133.0,121.8,Ya,Tidak,Ya,Perempuan,Ya,18,6,7,5,10.2,6,9,4,11.25,Graduate
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,30,8,8,7,15.675714285714283,8,8,7,15.675714285714283,Graduate
Lajang,Siang,122.0,114.7,Tidak,Ya,Ya,Perempuan,Ya,18,6,9,6,10.833333333333334,6,8,6,12.0,Graduate
Lajang,Siang,128.0,120.0,Ya,Tidak,Ya,Perempuan,Ya,20,6,6,6,14.5,6,7,5,15.0,Enrolled
Lajang,Siang,108.0,107.3,Tidak,Tidak,Ya,Perempuan,Ya,19,6,12,4,10.4,6,11,4,10.75,Enrolled
Lajang,Siang,139.0,136.2,Tidak,Tidak,Ya,Perempuan,Tidak,19,5,7,5,13.0,5,7,5,13.333333333333334,Graduate
Lajang,Siang,130.0,119.5,Ya,Tidak,Ya,Perempuan,Ya,21,7,7,7,12.242857142857144,8,8,8,14.125,Graduate
Lajang,Siang,133.1,106.0,Ya,Ya,Ya,Perempuan,Tidak,21,7,7,7,13.0,7,8,6,12.5,Enrolled
Lajang,Siang,130.0,124.1,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,14.166666666666666,6,7,6,13.428571428571429,Enrolled
Lajang,Siang,143.0,133.2,Ya,Tidak,Ya,Perempuan,Ya,18,5,11,4,14.25,5,7,4,12.5,Graduate
Bercerai,Siang,110.0,110.0,Tidak,Tidak,Tidak,Perempuan,Tidak,35,5,14,1,12.0,5,11,2,10.5,Droupout
Lajang,Siang,120.0,114.8,Ya,Tidak,Ya,Perempuan,Tidak,21,7,11,4,13.25,7,9,5,13.82,Enrolled
Lajang,Siang,140.0,130.0,Ya,Tidak,Ya,Laki-Laki,Ya,18,7,7,6,13.183333333333332,7,7,6,13.183333333333332,Graduate
Lajang,Siang,125.0,122.6,Ya,Tidak,Ya,Laki-Laki,Tidak,22,6,6,1,11.0,6,6,0,0.0,Enrolled
Lajang,Siang,134.0,133.5,Ya,Tidak,Ya,Laki-Laki,Ya,20,7,8,7,11.9725,8,8,8,12.65125,Graduate
Menikah,Siang,130.0,120.0,Ya,Tidak,Ya,Perempuan,Tidak,34,6,7,5,12.4,6,8,5,12.8,Graduate
Menikah,Siang,120.0,120.0,Tidak,Tidak,Ya,Perempuan,Tidak,33,8,9,5,12.6,7,13,5,11.25,Enrolled
Lajang,Siang,142.0,137.3,Ya,Tidak,Ya,Perempuan,Ya,22,7,7,6,13.9,7,7,6,13.9,Graduate
Lajang,Siang,127.0,123.5,Ya,Tidak,Ya,Perempuan,Ya,20,6,11,4,11.5,6,12,3,11.0,Enrolled
Menikah,Siang,140.0,131.8,Tidak,Tidak,Ya,Perempuan,Tidak,35,5,6,4,14.2,5,10,4,11.857142857142858,Enrolled
Menikah,Siang,140.0,130.0,Ya,Tidak,Tidak,Perempuan,Tidak,39,5,12,3,10.666666666666666,5,15,3,10.666666666666666,Droupout
Lajang,Siang,142.0,128.0,Ya,Tidak,Tidak,Perempuan,Tidak,19,7,14,0,0.0,8,0,0,0.0,Droupout
Bercerai,Siang,120.0,95.0,Tidak,Tidak,Ya,Perempuan,Ya,36,6,10,6,11.0,6,14,3,11.333333333333334,Graduate
Lajang,Siang,124.0,116.0,Ya,Tidak,Ya,Perempuan,Ya,21,8,8,7,13.957142857142856,8,8,7,13.957142857142856,Graduate
Lajang,Siang,157.0,136.7,Ya,Tidak,Ya,Perempuan,Tidak,22,6,11,4,12.5,6,13,3,13.666666666666666,Enrolled
Menikah,Siang,126.6,107.5,Tidak,Ya,Ya,Perempuan,Ya,42,6,8,6,13.333333333333334,6,7,6,15.285714285714286,Graduate
Lajang,Siang,110.0,108.4,Ya,Tidak,Ya,Perempuan,Tidak,34,5,5,0,0.0,5,6,0,0.0,Droupout
Lajang,Siang,144.0,130.7,Ya,Tidak,Ya,Perempuan,Tidak,20,6,9,6,11.666666666666666,6,8,5,11.6,Enrolled
Menikah,Malam,160.0,155.9,Tidak,Tidak,Ya,Perempuan,Tidak,33,6,7,6,15.714285714285714,6,7,6,15.5,Graduate
Lajang,Siang,105.0,106.1,Ya,Tidak,Ya,Perempuan,Tidak,20,6,8,5,11.0,6,9,5,11.4,Graduate
Lajang,Siang,130.0,128.6,Ya,Ya,Ya,Perempuan,Tidak,19,5,8,4,12.25,5,7,4,12.75,Graduate
Menikah,Malam,140.0,140.0,Tidak,Ya,Ya,Perempuan,Tidak,34,10,25,5,12.2,9,18,8,12.22222222222222,Droupout
Lajang,Siang,138.0,145.0,Ya,Tidak,Ya,Perempuan,Tidak,18,5,6,5,13.0,5,5,5,14.0,Graduate
Lajang,Malam,120.0,113.0,Tidak,Tidak,Ya,Perempuan,Ya,24,6,11,4,12.0,6,7,6,13.0,Graduate
Lajang,Siang,135.0,137.1,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,13.333333333333334,6,7,6,12.333333333333334,Graduate
Lajang,Siang,119.0,119.7,Ya,Tidak,Ya,Perempuan,Tidak,20,5,6,3,13.0,5,7,3,13.0,Enrolled
Lajang,Siang,121.0,120.5,Ya,Tidak,Ya,Perempuan,Tidak,21,8,8,7,12.91,8,8,7,12.91,Graduate
Lajang,Siang,126.0,125.7,Ya,Tidak,Ya,Perempuan,Ya,19,6,8,6,11.0,6,13,3,11.0,Graduate
Lajang,Siang,132.0,125.5,Tidak,Tidak,Ya,Perempuan,Ya,19,7,8,6,13.579999999999998,8,8,8,12.93625,Graduate
Lajang,Siang,128.0,124.5,Ya,Tidak,Ya,Perempuan,Ya,18,6,10,4,12.4,6,8,6,12.5,Graduate
Bercerai,Malam,160.0,126.0,Tidak,Tidak,Ya,Perempuan,Ya,38,9,13,8,12.88888888888889,7,9,7,13.0,Graduate
Lajang,Siang,125.0,136.2,Ya,Ya,Ya,Laki-Laki,Tidak,21,12,12,11,11.545454545454543,11,18,9,11.7,Enrolled
Lajang,Siang,127.0,124.2,Ya,Tidak,Ya,Laki-Laki,Tidak,23,5,6,1,10.0,5,5,0,0.0,Enrolled
Lajang,Siang,147.0,138.5,Ya,Tidak,Ya,Perempuan,Tidak,19,8,8,8,14.34125,8,8,8,14.34125,Graduate
Lajang,Siang,130.0,122.3,Ya,Ya,Tidak,Perempuan,Tidak,18,6,8,6,14.142857142857142,6,6,5,12.0,Droupout
Lajang,Siang,134.0,126.0,Ya,Tidak,Ya,Perempuan,Ya,18,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,140.0,135.4,Ya,Tidak,Ya,Perempuan,Tidak,24,6,10,5,11.8,6,13,4,11.25,Enrolled
Lajang,Siang,151.0,146.5,Tidak,Tidak,Ya,Perempuan,Ya,18,6,6,6,13.333333333333334,6,6,6,14.166666666666666,Graduate
Lajang,Siang,132.0,121.9,Ya,Tidak,Ya,Perempuan,Tidak,18,6,8,6,14.5,6,9,6,12.857142857142858,Graduate
Lajang,Malam,130.0,130.0,Tidak,Tidak,Ya,Perempuan,Tidak,26,10,13,8,12.666666666666666,10,12,10,13.4,Graduate
Lajang,Siang,126.0,115.2,Tidak,Ya,Ya,Perempuan,Tidak,19,5,13,1,10.0,5,8,2,10.0,Enrolled
Lajang,Siang,119.0,115.2,Ya,Tidak,Ya,Perempuan,Ya,19,6,10,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,123.0,125.1,Tidak,Tidak,Ya,Perempuan,Tidak,19,6,12,4,11.0,6,6,4,12.5,Enrolled
Lajang,Siang,106.0,108.0,Ya,Ya,Ya,Perempuan,Tidak,20,5,10,2,12.0,5,9,4,11.0,Droupout
Lajang,Siang,121.0,125.9,Ya,Tidak,Ya,Perempuan,Tidak,22,6,10,4,10.0,6,12,2,13.5,Enrolled
Lajang,Siang,138.0,128.0,Ya,Tidak,Ya,Perempuan,Tidak,19,7,7,7,14.20857142857143,8,9,8,15.127777777777778,Graduate
Lajang,Siang,118.0,113.5,Ya,Tidak,Ya,Perempuan,Tidak,20,7,7,7,14.30714285714286,8,8,8,15.0125,Graduate
Menikah,Siang,120.0,124.6,Tidak,Tidak,Ya,Perempuan,Tidak,36,5,8,3,11.0,5,12,4,13.375,Enrolled
Lajang,Siang,133.1,116.0,Ya,Tidak,Ya,Perempuan,Tidak,29,7,14,0,0.0,6,6,0,0.0,Droupout
Lajang,Siang,141.0,124.9,Ya,Tidak,Ya,Perempuan,Tidak,19,6,10,6,12.0,6,12,4,11.0,Graduate
Menikah,Siang,180.0,140.5,Tidak,Ya,Tidak,Perempuan,Tidak,24,5,0,0,0.0,5,0,0,0.0,Droupout
Menikah,Siang,180.0,179.6,Tidak,Ya,Tidak,Perempuan,Tidak,27,6,6,0,0.0,6,7,0,0.0,Droupout
Lajang,Siang,115.0,116.1,Ya,Tidak,Ya,Perempuan,Ya,18,6,7,6,13.857142857142858,6,7,6,14.285714285714286,Graduate
Lajang,Siang,142.0,139.4,Ya,Tidak,Ya,Perempuan,Ya,18,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,135.0,129.0,Ya,Tidak,Ya,Perempuan,Tidak,21,7,0,0,0.0,7,0,0,0.0,Droupout
Menikah,Siang,150.0,135.6,Tidak,Tidak,Ya,Perempuan,Ya,43,6,8,5,11.0,6,9,5,13.0,Graduate
Lajang,Siang,153.0,147.8,Tidak,Tidak,Ya,Perempuan,Ya,18,5,9,5,13.2,5,13,5,14.4,Graduate
Lajang,Siang,153.0,138.0,Ya,Tidak,Ya,Perempuan,Ya,21,6,7,6,13.5,6,6,3,15.333333333333334,Droupout
Lajang,Siang,150.0,150.0,Tidak,Tidak,Ya,Perempuan,Tidak,26,5,5,0,0.0,5,0,0,0.0,Droupout
Lajang,Siang,144.0,130.8,Ya,Tidak,Ya,Perempuan,Ya,19,8,8,7,14.214285714285714,8,8,7,14.214285714285714,Graduate
Lajang,Siang,130.0,122.6,Tidak,Tidak,Ya,Perempuan,Tidak,18,5,5,5,13.0,5,5,5,12.4,Graduate
Lajang,Siang,125.0,119.1,Ya,Tidak,Ya,Perempuan,Tidak,22,6,13,2,12.0,6,14,1,10.0,Droupout
Lajang,Siang,133.1,111.8,Ya,Tidak,Ya,Perempuan,Tidak,27,7,0,0,0.0,8,0,0,0.0,Droupout
